"stud.id","name","gender","age","height","weight","religion","nc.score","semester","major","minor","score1","score2","online.tutorial","graduated","salary"
"1935",670896,"Williams, Zane","Male",21,170,69,"Other",2.57,"1st","Social Sciences","Biology",NA,NA,0,0,NA
"1936",366378,"Thornton, Tyler","Male",21,195,98.8,"Catholic",3.39,"2nd","Economics and Finance","Political Science",NA,NA,0,0,NA
"1937",277119,"Sandoval, Brianna","Female",23,166,65.2,"Protestant",1.54,"1st","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"1938",805991,"Rosser, Stephen","Male",21,195,97.6,"Other",2.37,"4th","Economics and Finance","Mathematics and Statistics",62,70,1,1,46284.1374844916
"1939",181596,"Hernandez, Mireya","Female",19,173,75,"Other",3.13,"3rd","Environmental Sciences","Social Sciences",75,73,1,0,NA
"1940",143069,"Lovett, Michelle","Female",21,175,74,"Protestant",1.08,"2nd","Biology","Political Science",NA,NA,0,0,NA
"1941",747848,"Brown, Shirley","Female",21,152,59.6,"Other",2.39,"3rd","Economics and Finance","Political Science",69,65,1,0,NA
"1942",467008,"Tuttle, Tarran","Female",19,156,62.3,"Other",3.16,"3rd","Mathematics and Statistics","Environmental Sciences",85,86,1,0,NA
"1943",856835,"Luong, Carroll","Male",26,184,80.7,"Other",3.54,"1st","Economics and Finance","Political Science",NA,NA,0,0,NA
"1944",904592,"Miller, Morgan","Male",20,188,87.9,"Catholic",1.15,"2nd","Political Science","Biology",NA,NA,0,0,NA
"1945",411312,"Pham, Daniel","Male",22,175,69.8,"Protestant",2.46,"2nd","Biology","Political Science",NA,NA,0,0,NA
"1946",857726,"Stechert, Mario","Male",20,180,77.7,"Orthodox",1.94,"3rd","Mathematics and Statistics","Environmental Sciences",91,94,1,0,NA
"1947",532938,"Bills, Tessa","Female",21,160,60.1,"Protestant",1.4,"4th","Political Science","Biology",54,58,1,1,31011.9318816572
"1948",902507,"Carmona, Darian","Female",23,159,65.9,"Other",3.02,"3rd","Mathematics and Statistics","Environmental Sciences",87,93,1,0,NA
"1949",217025,"Vang, Gerald","Male",20,167,68.1,"Catholic",1.92,"5th","Biology","Mathematics and Statistics",80,78,1,1,56756.0605968102
"1950",749738,"Vigil, Sabrina","Female",22,165,64.7,"Orthodox",1.83,"6th","Biology","Economics and Finance",74,70,0,0,NA
"1951",117917,"Dela Cruz, Alfonso","Male",21,183,81.7,"Catholic",3.23,"4th","Biology","Environmental Sciences",71,84,1,1,54077.5493911658
"1952",879169,"Chen, Nicholas","Male",24,170,71.2,"Other",3.73,"4th","Biology","Environmental Sciences",75,84,1,0,NA
"1953",819071,"Mills, Judah","Male",20,177,74.3,"Other",1.81,"3rd","Biology","Economics and Finance",80,83,1,0,NA
"1954",359349,"Bicio-Renteria, Rebecca","Female",22,165,68.5,"Protestant",1.53,"6th","Biology","Environmental Sciences",80,82,1,0,NA
"1955",852820,"Cellars, Cetan","Female",25,164,73.8,"Other",1.81,"1st","Mathematics and Statistics","Biology",NA,NA,0,0,NA
"1956",678117,"Nielsen, Rebecca","Female",57,165,68.6,"Catholic",2.72,"3rd","Social Sciences","Economics and Finance",47,49,1,0,NA
"1957",669261,"Esquibel, Zayra","Female",20,163,68.7,"Catholic",1.28,"2nd","Political Science","Economics and Finance",NA,NA,0,0,NA
"1958",484454,"Castaneda, Benjamin","Male",21,180,74.8,"Muslim",3.17,"1st","Economics and Finance","Mathematics and Statistics",NA,NA,0,0,NA
"1959",126696,"Stanley, Jeremiah","Male",23,176,72.3,"Catholic",1.66,"2nd","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"1960",482431,"Rajasekar, Joseph","Male",18,166,70.4,"Orthodox",2.95,"3rd","Social Sciences","Environmental Sciences",48,40,0,0,NA
"1961",812543,"Pak, Arturo","Male",22,176,78.5,"Other",2.25,"6th","Biology","Environmental Sciences",77,85,1,1,57841.8948638829
"1962",655631,"Gemeda, Taylor","Male",23,180,79.2,"Catholic",1.56,"2nd","Environmental Sciences","Economics and Finance",NA,NA,0,0,NA
"1963",270800,"Richmond, Karalyssa","Female",19,151,63.4,"Catholic",1.67,"3rd","Economics and Finance","Environmental Sciences",56,63,1,0,NA
"1964",814096,"Saddler, Ariel","Female",22,178,74.6,"Catholic",3.29,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"1965",791609,"Zhong, Aarin","Male",20,180,80,"Protestant",3.81,"4th","Biology","Economics and Finance",78,75,1,1,56182.7154552448
"1966",550007,"Thiessen, Raul","Male",21,167,65.9,"Muslim",1.89,"3rd","Mathematics and Statistics","Social Sciences",86,94,1,0,NA
"1967",362764,"Park, Ari","Male",21,167,63.1,"Protestant",2.69,"5th","Economics and Finance","Biology",62,67,1,1,52229.8153058464
"1968",696521,"Davis, Jung","Female",21,162,67.7,"Other",1.9,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"1969",618335,"Mohamed, Angela","Female",24,164,66.9,"Protestant",2.74,"4th","Environmental Sciences","Economics and Finance",75,73,0,1,32902.3489376236
"1970",296476,"Hermosillo, Keleka","Female",24,173,73.4,"Other",1.65,"3rd","Biology","Political Science",83,80,1,0,NA
"1971",713604,"Ramirez, Rosa","Female",22,162,69,"Catholic",3.14,"3rd","Biology","Economics and Finance",77,81,1,0,NA
"1972",143084,"Lopez, Anne","Female",24,159,63.2,"Other",1.23,"3rd","Mathematics and Statistics","Biology",88,88,1,0,NA
"1973",121173,"Wolday, Katherine","Female",24,157,63.8,"Catholic",2.78,"3rd","Social Sciences","Biology",50,49,1,0,NA
"1974",239304,"Sierra, Deszane","Female",19,167,66.8,"Other",1.75,"3rd","Social Sciences","Political Science",39,45,1,0,NA
"1975",326623,"Park, Michael","Male",22,175,72.9,"Other",3.03,"5th","Biology","Mathematics and Statistics",83,78,1,1,51467.2787503237
"1976",728206,"Bailey, Geneva","Female",25,173,75.8,"Other",3.04,"3rd","Environmental Sciences","Political Science",69,76,0,0,NA
"1977",906631,"Almazbek, Surafale","Male",42,174,75.2,"Other",1.32,"6th","Environmental Sciences","Economics and Finance",70,74,1,0,NA
"1978",788759,"Erisman, Julio","Male",22,178,78.2,"Catholic",2.01,"1st","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"1979",116332,"Mosby-Beckworth, Zachary","Male",20,180,75.6,"Catholic",2.79,"1st","Economics and Finance","Mathematics and Statistics",NA,NA,0,0,NA
"1980",358839,"Tinoco, Amanda","Female",21,175,78.8,"Muslim",1.93,"3rd","Biology","Economics and Finance",71,77,0,0,NA
"1981",484180,"Perez Duarte, Autumn","Female",22,162,71.2,"Protestant",2.66,"2nd","Economics and Finance","Biology",NA,NA,0,0,NA
"1982",636892,"Pineda, Thalessa","Female",21,171,71,"Other",1.02,"2nd","Biology","Economics and Finance",NA,NA,0,0,NA
"1983",348057,"Cordova, Stephanie","Female",20,165,70.7,"Catholic",2.61,"4th","Economics and Finance","Social Sciences",67,65,1,0,NA
"1984",176838,"Yanito, Othell","Male",21,170,69.8,"Other",2.56,"5th","Economics and Finance","Mathematics and Statistics",67,64,1,1,48882.0831733201
"1985",291393,"Johnson, Tanner","Male",20,179,80,"Catholic",3.39,"2nd","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"1986",702062,"Muckom, Brandon","Male",20,172,70.4,"Catholic",1.64,"5th","Economics and Finance","Environmental Sciences",67,70,1,0,NA
"1987",786329,"Espinoza-Rodriguez, Tori","Female",20,157,58.8,"Other",2.97,"1st","Political Science","Environmental Sciences",NA,NA,0,0,NA
"1988",140656,"Le, Lawrence","Male",19,164,70.7,"Protestant",2.24,"1st","Political Science","Economics and Finance",NA,NA,0,0,NA
"1989",651184,"Anderson, Skye","Female",22,176,77.6,"Protestant",3.58,"4th","Political Science","Biology",51,56,0,0,NA
"1990",644361,"Zink, Rachael","Female",21,158,63.8,"Protestant",1.23,"5th","Political Science","Environmental Sciences",61,60,1,0,NA
"1991",763224,"Rodriguez, Kristel","Female",23,152,62.2,"Catholic",2.27,"4th","Environmental Sciences","Economics and Finance",75,63,0,0,NA
"1992",280263,"Garcia, Alexa","Female",23,160,66.1,"Other",2.1,"2nd","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"1993",231776,"Ling, Christopher","Male",23,183,83.2,"Other",2.95,"1st","Environmental Sciences","Political Science",NA,NA,0,0,NA
"1994",335717,"Nguyen, Isaiah","Male",22,182,78,"Other",2.3,"2nd","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"1995",403395,"Martinez, Cristal","Female",20,167,71.6,"Catholic",2.13,"2nd","Biology","Political Science",NA,NA,0,0,NA
"1996",824206,"Thompson-Gonzales, Reanne","Female",20,157,63.4,"Other",1.26,"3rd","Social Sciences","Environmental Sciences",44,45,1,0,NA
"1997",295712,"Linear, Desiree","Female",21,174,73.1,"Orthodox",1.72,"1st","Economics and Finance","Environmental Sciences",NA,NA,0,0,NA
"1998",777848,"Io, Darren","Male",20,176,72.6,"Catholic",2.98,"4th","Mathematics and Statistics","Political Science",85,91,1,0,NA
"1999",253387,"Zhang, Jonathan","Male",23,176,77.6,"Protestant",1.19,"3rd","Economics and Finance","Biology",74,74,0,0,NA
"2000",130698,"Espinoza, Michael","Male",20,161,65.2,"Catholic",1.87,"1st","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"2001",854373,"Francies, Rebecca","Female",22,162,67,"Other",2.06,"1st","Biology","Environmental Sciences",NA,NA,0,0,NA
"2002",636676,"Unga, Mikhail","Male",20,179,74.5,"Catholic",3.98,"3rd","Environmental Sciences","Social Sciences",78,72,1,0,NA
"2003",614293,"Mcdonald-Brown, Jaime","Female",25,162,65.2,"Orthodox",2.63,"3rd","Biology","Political Science",76,83,1,0,NA
"2004",245697,"Crowe, Sanjay","Male",33,180,80,"Catholic",2.58,"6th","Environmental Sciences","Economics and Finance",70,77,1,1,42793.1963019539
"2005",680061,"John, Jason","Male",22,176,73,"Other",1.53,"1st","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"2006",347509,"Lang, Herman","Male",23,178,79.1,"Other",1.05,"3rd","Mathematics and Statistics","Political Science",85,81,0,0,NA
"2007",797904,"Bruski, Nykalous","Male",25,193,91.1,"Other",1.4,"3rd","Mathematics and Statistics","Environmental Sciences",87,89,1,0,NA
"2008",723247,"Morales, Savannah","Female",21,151,60.7,"Catholic",1.77,"3rd","Mathematics and Statistics","Biology",90,91,1,0,NA
"2009",195754,"Miller, Shyanne","Female",20,173,75.9,"Protestant",2.81,"6th","Economics and Finance","Mathematics and Statistics",64,67,0,1,39910.8647721111
"2010",324607,"Watts, Jade","Female",18,172,74.4,"Protestant",1.71,"2nd","Political Science","Environmental Sciences",NA,NA,0,0,NA
"2011",247618,"Vigil, Denise","Female",19,163,70.5,"Other",2.48,"2nd","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"2012",312905,"Combs, Danni","Female",23,165,66.6,"Protestant",1.21,"4th","Environmental Sciences","Mathematics and Statistics",66,75,1,1,35374.6803615617
"2013",858822,"Dutkin, Gustavo","Male",20,173,76.8,"Muslim",1.09,"5th","Mathematics and Statistics","Political Science",86,94,1,1,44530.3935641735
"2014",528432,"Nelson, Skyeler","Female",22,164,69.7,"Orthodox",3.65,"1st","Biology","Political Science",NA,NA,0,0,NA
"2015",214509,"Bass, Kenny","Male",19,187,89.2,"Muslim",1.44,"5th","Political Science","Environmental Sciences",62,55,1,0,NA
"2016",301886,"Jones, Cymone","Female",22,166,67.1,"Catholic",3.19,"3rd","Biology","Political Science",74,83,1,0,NA
"2017",557702,"Guardipee, Todd","Male",20,186,84.8,"Catholic",1.85,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"2018",241830,"Johnson, Troy","Male",21,171,71.6,"Protestant",1.86,"1st","Biology","Political Science",NA,NA,0,0,NA
"2019",596256,"Pineda Marroquin, Kala","Female",22,167,71.7,"Catholic",3.33,"1st","Biology","Economics and Finance",NA,NA,0,0,NA
"2020",704791,"Castaneda, Elisa","Female",20,154,64.7,"Catholic",1.16,">6th","Environmental Sciences","Mathematics and Statistics",68,72,1,1,40355.9028110622
"2021",383697,"Gilmore, Dwight","Male",22,179,76.2,"Catholic",2.67,"4th","Social Sciences","Political Science",42,53,1,0,NA
"2022",636355,"Bishara, Myles","Male",20,184,82.1,"Catholic",1.37,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"2023",111009,"Smith, Steve","Male",18,172,70.1,"Other",1.4,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"2024",431076,"Cunnigan, Nkaujiaong","Female",24,176,74.4,"Protestant",1.63,"6th","Social Sciences","Mathematics and Statistics",32,48,0,0,NA
"2025",618749,"Vasquez, Antonia","Female",19,168,66.5,"Orthodox",3.1,">6th","Economics and Finance","Environmental Sciences",68,74,1,1,48650.9837579029
"2026",274764,"Molina, Lyberti","Female",20,167,67.8,"Protestant",1.17,"3rd","Social Sciences","Environmental Sciences",52,42,1,0,NA
"2027",867490,"Aguiar, Miguel","Male",22,189,90.7,"Protestant",2.03,"6th","Mathematics and Statistics","Environmental Sciences",90,92,0,0,NA
"2028",347670,"Gamboa, Angel","Female",21,168,76.1,"Catholic",1.91,"2nd","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"2029",864010,"Flax, Rebecca","Female",22,159,69.2,"Protestant",2.91,"2nd","Political Science","Economics and Finance",NA,NA,0,0,NA
"2030",611853,"Broyles, Lyly","Female",44,164,68.5,"Protestant",2.03,"1st","Environmental Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"2031",425778,"Iniguez-Salgado, Jeana Brinae","Female",23,160,66.5,"Catholic",3.88,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"2032",693582,"Rossell-Eddy, Cassi","Female",20,170,69.8,"Catholic",1.72,"4th","Social Sciences","Political Science",39,54,1,0,NA
"2033",301810,"Holmes Jr, Tan","Male",21,180,77.2,"Other",2.6,"4th","Political Science","Biology",58,60,0,0,NA
"2034",950895,"Heilman, Santiago","Male",20,187,86.8,"Other",2.24,">6th","Political Science","Environmental Sciences",48,54,1,1,52102.9318021153
"2035",198996,"Evans, Margaret","Female",19,166,68.6,"Protestant",1.41,"4th","Political Science","Mathematics and Statistics",47,52,1,1,20482.2095428961
"2036",699946,"Hayes, Taju","Male",24,181,83.9,"Other",1.29,"1st","Economics and Finance","Environmental Sciences",NA,NA,0,0,NA
"2037",135634,"Tan, Shae","Male",20,182,80.2,"Catholic",1.63,"5th","Mathematics and Statistics","Social Sciences",87,92,0,1,50083.2415050383
"2038",725629,"Morales, Diana","Female",25,174,72.4,"Protestant",1.25,"2nd","Environmental Sciences","Economics and Finance",NA,NA,0,0,NA
"2039",696427,"Null, Mikaela","Female",19,160,67.4,"Catholic",1.78,"3rd","Biology","Mathematics and Statistics",76,79,1,0,NA
"2040",797475,"Kimeu, Mouneek","Female",19,168,69.1,"Other",3.77,"2nd","Economics and Finance","Mathematics and Statistics",NA,NA,0,0,NA
"2041",700157,"Jumbo, Joshua","Male",19,179,77.6,"Catholic",1.63,"6th","Social Sciences","Economics and Finance",45,39,1,0,NA
"2042",556577,"Nilson, Victoria","Female",22,166,66.1,"Other",1.28,"2nd","Political Science","Environmental Sciences",NA,NA,0,0,NA
"2043",294383,"Johnson, Alec","Male",21,185,83.1,"Protestant",2.24,"4th","Economics and Finance","Environmental Sciences",68,70,1,0,NA
"2044",613446,"Martinez, Tiyanna","Female",22,151,60.1,"Other",1.19,"3rd","Environmental Sciences","Biology",74,65,0,0,NA
"2045",919801,"Chavers, Aqsa","Female",22,158,60.1,"Protestant",1.21,"3rd","Economics and Finance","Environmental Sciences",67,57,1,0,NA
"2046",729695,"Simon, Eric","Male",21,188,87.4,"Catholic",2.58,"6th","Environmental Sciences","Economics and Finance",75,74,1,1,36094.9735287869
"2047",973509,"Bursey, Janelle","Female",19,158,62.5,"Protestant",1.22,"2nd","Economics and Finance","Political Science",NA,NA,0,0,NA
"2048",520483,"Bilderback, Terri","Female",23,162,68.4,"Other",2.11,"1st","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"2049",605671,"Patterson, Mutadi","Male",21,182,82.3,"Other",1.95,"1st","Social Sciences","Biology",NA,NA,0,0,NA
"2050",236524,"Ruiz, Jasmine","Female",20,163,66,"Muslim",3.58,"1st","Environmental Sciences","Political Science",NA,NA,0,0,NA
"2051",333218,"Bernatsky, Michael","Male",21,188,83.7,"Catholic",1.69,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"2052",233412,"Tudor, Pyung","Male",23,174,73.7,"Catholic",1.42,"2nd","Political Science","Economics and Finance",NA,NA,0,0,NA
"2053",465761,"Spears, Alyssa","Female",22,154,63.4,"Other",1.43,"2nd","Economics and Finance","Biology",NA,NA,0,0,NA
"2054",672774,"Souza, Caitlyn","Female",55,176,76.7,"Catholic",3.01,"1st","Political Science","Environmental Sciences",NA,NA,0,0,NA
"2055",402168,"Lang, Ian","Male",19,184,82.9,"Catholic",1.09,"2nd","Economics and Finance","Biology",NA,NA,0,0,NA
"2056",479694,"Ware, Lexandra","Female",19,155,60.8,"Other",1.13,"4th","Social Sciences","Environmental Sciences",48,47,1,1,28672.8482556474
"2057",700769,"Jamison, Austin","Male",20,182,83.1,"Other",1.48,"5th","Social Sciences","Economics and Finance",33,44,0,1,31948.5803253789
"2058",928329,"Vialpando, Kyle","Male",21,180,83.1,"Catholic",2.65,"1st","Economics and Finance","Social Sciences",NA,NA,0,0,NA
"2059",684669,"Butierres, K'Ara","Female",20,165,69.6,"Catholic",1.46,"4th","Social Sciences","Political Science",46,44,1,0,NA
"2060",166710,"Green, Brandon","Male",22,172,70.7,"Catholic",1.84,"3rd","Environmental Sciences","Political Science",67,75,1,0,NA
"2061",775887,"Deer, Tyler","Male",21,184,80.6,"Other",2.62,"2nd","Biology","Mathematics and Statistics",NA,NA,0,0,NA
"2062",258178,"Cha, Jesse","Male",20,163,62.7,"Catholic",2.89,"1st","Economics and Finance","Political Science",NA,NA,0,0,NA
"2063",424180,"Cornelius, Tony","Male",22,187,85.8,"Other",1.27,"5th","Biology","Political Science",79,74,0,0,NA
"2064",182816,"Lopez, Aspen","Female",23,166,62.5,"Protestant",2.68,"6th","Environmental Sciences","Biology",77,73,1,1,38530.3783357681
"2065",519213,"Dudek Jr, Victoria","Female",23,157,66.6,"Protestant",1.32,"1st","Environmental Sciences","Social Sciences",NA,NA,0,0,NA
"2066",917500,"Maes-Nuanes, Monique","Female",22,167,68,"Other",3.66,"4th","Political Science","Economics and Finance",54,62,1,0,NA
"2067",481873,"Tram, Nathan","Male",22,178,74.1,"Protestant",1.33,"1st","Political Science","Biology",NA,NA,0,0,NA
"2068",963286,"Casados, Yulibeth","Female",21,166,67.2,"Other",1.47,"1st","Political Science","Economics and Finance",NA,NA,0,0,NA
"2069",488048,"Khalidov, Triydel","Male",20,174,77.6,"Other",3.28,"3rd","Economics and Finance","Political Science",59,62,0,0,NA
"2070",347941,"Coffee, Geraldine","Female",26,166,69.5,"Other",2.6,"3rd","Social Sciences","Political Science",39,43,1,0,NA
"2071",232696,"Taylor, Taylor","Female",18,174,75.6,"Protestant",1.57,"1st","Economics and Finance","Biology",NA,NA,0,0,NA
"2072",844754,"Casias, Corazon","Female",22,159,66.5,"Muslim",1.29,"5th","Biology","Social Sciences",74,75,1,0,NA
"2073",886242,"Marinelarena, Jessica","Female",22,152,60.4,"Catholic",3.39,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"2074",383435,"Marler, Roberto","Male",21,178,81,"Catholic",1.36,"2nd","Political Science","Social Sciences",NA,NA,0,0,NA
"2075",134696,"Viswaroopan, Markale","Male",21,169,69.1,"Other",2.49,"4th","Mathematics and Statistics","Political Science",88,89,0,0,NA
"2076",927424,"Kelly, Claire","Female",21,170,68.3,"Catholic",3.34,"4th","Biology","Economics and Finance",79,83,1,0,NA
"2077",394338,"Tovar, Kendra","Female",23,171,71.4,"Catholic",2.79,"2nd","Biology","Economics and Finance",NA,NA,0,0,NA
"2078",335119,"Godinez, Kami","Female",22,168,67.8,"Other",2.52,"1st","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"2079",147348,"Sam, Marcus","Male",21,166,70.2,"Other",3.51,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"2080",980077,"Cruz-Yen, Foryst","Male",21,172,76.9,"Other",2.85,"3rd","Political Science","Economics and Finance",55,61,1,0,NA
"2081",891520,"Trujillo, Shanna","Female",20,173,71.7,"Catholic",2.15,"3rd","Political Science","Biology",63,56,1,0,NA
"2082",686345,"Lenahan, Kyle","Male",21,181,78,"Other",1.38,"2nd","Social Sciences","Economics and Finance",NA,NA,0,0,NA
"2083",240562,"Ortiz, Aciano","Male",22,188,87.6,"Catholic",3.51,"1st","Economics and Finance","Mathematics and Statistics",NA,NA,0,0,NA
"2084",808149,"Hunt, Sage","Male",21,172,70.7,"Catholic",2.53,"2nd","Mathematics and Statistics","Environmental Sciences",NA,NA,0,0,NA
"2085",290321,"Medina, Shaniya","Female",21,178,73.8,"Muslim",1.92,"2nd","Biology","Economics and Finance",NA,NA,0,0,NA
"2086",439448,"Qualls, Lauren","Female",22,170,67.6,"Other",2.65,"3rd","Biology","Political Science",90,74,0,0,NA
"2087",914658,"Loa, Queyri","Female",20,165,63.4,"Protestant",1.15,"3rd","Political Science","Environmental Sciences",53,61,0,0,NA
"2088",957866,"Romero, Jesse","Male",22,188,89.8,"Protestant",1.36,"5th","Biology","Mathematics and Statistics",79,86,1,1,61260.5115297624
"2089",761485,"Ramos, Elizabeth","Female",22,155,63,"Catholic",2.63,"5th","Social Sciences","Mathematics and Statistics",45,41,1,1,31539.2655883483
"2090",788595,"Tran, Evan","Male",23,170,70.2,"Other",2.13,"1st","Environmental Sciences","Social Sciences",NA,NA,0,0,NA
"2091",744504,"Steenburgh, Jose","Male",21,179,75.9,"Orthodox",1.23,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"2092",635499,"Rosenblum, James","Male",18,189,84.9,"Protestant",2.04,"5th","Political Science","Mathematics and Statistics",49,53,1,0,NA
"2093",637388,"Owens, Savannah","Female",23,162,65.6,"Other",1.01,"1st","Social Sciences","Biology",NA,NA,0,0,NA
"2094",616244,"Park, Maileek","Male",23,174,71.5,"Other",3.9,"2nd","Social Sciences","Mathematics and Statistics",NA,NA,0,0,NA
"2095",822456,"Lopez, Sang Kyun","Male",22,159,63.6,"Catholic",1.31,"4th","Mathematics and Statistics","Social Sciences",95,91,1,0,NA
"2096",571292,"Rosen, Alex","Male",20,168,72,"Protestant",3.98,"2nd","Mathematics and Statistics","Social Sciences",NA,NA,0,0,NA
"2097",969067,"Sandoval, Nelson","Male",19,185,76.8,"Other",2.21,"1st","Mathematics and Statistics","Biology",NA,NA,0,0,NA
"2098",650299,"Bernal, Ji Hoon","Male",23,191,90.3,"Protestant",1.99,"5th","Biology","Political Science",76,83,1,1,44895.6690020722
"2099",938118,"Dahmer, Megan","Female",21,177,78.8,"Catholic",1.52,"3rd","Environmental Sciences","Economics and Finance",67,72,1,0,NA
"2100",529167,"Marotta, Joshua","Male",22,169,69.4,"Protestant",1.47,"5th","Economics and Finance","Political Science",71,74,1,1,60101.443837145
"2101",454112,"Farris-Neal, Jiyae","Female",22,172,68.7,"Protestant",2.12,"3rd","Environmental Sciences","Economics and Finance",65,71,0,0,NA
"2102",645786,"Nguyen, Jake","Male",21,182,79.4,"Other",2.63,"3rd","Social Sciences","Environmental Sciences",45,43,1,0,NA
"2103",137160,"Cheung, Dakei","Male",20,172,71.7,"Catholic",2.87,"3rd","Political Science","Environmental Sciences",51,55,0,0,NA
"2104",159416,"Warero Jr, Karli","Female",25,162,62.4,"Other",1.93,"4th","Economics and Finance","Biology",63,67,1,0,NA
"2105",862180,"Xiong, Alejandre","Male",24,178,75.3,"Orthodox",1.1,"3rd","Biology","Political Science",83,78,1,0,NA
"2106",491161,"Quintana, Yadira","Female",23,166,66.1,"Other",3.4,"1st","Mathematics and Statistics","Environmental Sciences",NA,NA,0,0,NA
"2107",118892,"Mendez, Erika","Female",23,156,68.5,"Catholic",2.19,"4th","Economics and Finance","Political Science",65,69,1,1,38889.8703325823
"2108",839779,"Gordon, Ryan","Male",23,172,68.6,"Protestant",2.21,"3rd","Social Sciences","Environmental Sciences",44,49,0,0,NA
"2109",193510,"Backstrom, Ashley","Female",23,164,67.5,"Other",2.04,"1st","Political Science","Environmental Sciences",NA,NA,0,0,NA
"2110",468494,"Groom, Hunter","Female",23,171,66.9,"Other",1.54,"3rd","Economics and Finance","Biology",69,63,0,0,NA
"2111",839969,"Rudd, Jazmyn","Female",25,159,65.6,"Protestant",2.85,"4th","Environmental Sciences","Mathematics and Statistics",75,75,1,1,31335.9773695697
"2112",222364,"Chau, Steffano","Male",21,171,71.7,"Catholic",3.06,"2nd","Environmental Sciences","Biology",NA,NA,0,0,NA
"2113",430239,"Vang, Ezell","Male",21,190,89,"Protestant",1.91,"5th","Social Sciences","Biology",48,54,1,1,37583.9196294813
"2114",673944,"Flores, Gloria","Female",21,176,74.2,"Protestant",3.57,">6th","Environmental Sciences","Social Sciences",70,76,0,0,NA
"2115",333989,"Young, Zheng","Male",22,178,75.8,"Other",1.9,"2nd","Mathematics and Statistics","Environmental Sciences",NA,NA,0,0,NA
"2116",167692,"Jumbo, Brandon","Male",21,178,76.3,"Orthodox",2.23,"4th","Mathematics and Statistics","Social Sciences",90,89,1,0,NA
"2117",462645,"Pham, Zhakery","Male",20,186,85.1,"Catholic",2.34,"4th","Environmental Sciences","Biology",70,75,1,0,NA
"2118",872356,"Gonzales, Aniket","Male",22,172,74.3,"Catholic",1.45,"3rd","Environmental Sciences","Political Science",70,77,1,0,NA
"2119",596720,"Lee, Andrew","Male",23,170,72.1,"Other",3.34,"5th","Environmental Sciences","Economics and Finance",79,72,1,1,36017.5049709114
"2120",908840,"Mason, Roger","Male",21,178,76.5,"Other",2.44,"3rd","Social Sciences","Political Science",45,48,1,0,NA
"2121",755521,"Miale, Lynnji","Female",26,160,64.3,"Other",1.34,"3rd","Political Science","Environmental Sciences",66,54,1,0,NA
"2122",252525,"Schubert, Joseph","Male",18,181,77.5,"Protestant",3.1,"1st","Social Sciences","Biology",NA,NA,0,0,NA
"2123",523053,"Lyons, Hallie","Female",19,162,63.2,"Protestant",3.01,"1st","Political Science","Biology",NA,NA,0,0,NA
"2124",399893,"Lopez, Dora","Female",22,171,70.8,"Catholic",1.35,"2nd","Biology","Political Science",NA,NA,0,0,NA
"2125",889724,"Medina, Anjelique","Female",23,170,73,"Protestant",2.45,"1st","Political Science","Mathematics and Statistics",NA,NA,0,0,NA
"2126",653646,"Grapain, Kassaundra","Female",19,169,69.5,"Orthodox",2.35,"2nd","Mathematics and Statistics","Environmental Sciences",NA,NA,0,0,NA
"2127",954089,"Anderson, Halee","Female",21,162,67.4,"Muslim",2.95,"6th","Political Science","Social Sciences",57,57,0,1,46945.1741044227
"2128",928264,"Goto, Emmanuel","Male",21,176,76.8,"Catholic",1.93,"3rd","Biology","Mathematics and Statistics",78,88,1,0,NA
"2129",444722,"Jones, Cheyenne","Female",22,177,77.7,"Catholic",1.38,"2nd","Social Sciences","Biology",NA,NA,0,0,NA
"2130",656572,"Nguyen, Andres","Male",27,180,77.5,"Other",1.76,"1st","Social Sciences","Economics and Finance",NA,NA,0,0,NA
"2131",499028,"Cade, Gina","Female",22,165,69.1,"Other",1,"2nd","Environmental Sciences","Social Sciences",NA,NA,0,0,NA
"2132",741394,"Nakama, De'Ron","Male",22,185,83.4,"Catholic",2.21,"1st","Environmental Sciences","Biology",NA,NA,0,0,NA
"2133",406787,"Garcia, Julianna","Female",22,170,67.3,"Protestant",3.28,"3rd","Social Sciences","Biology",43,43,1,0,NA
